Sample_ID;Upper_Depth_cm;Lower_Depth_cm;Reference;Plot;pH_H2O;pH_KCl;Electrical_Conductivity_mS_cm;Organic_Carbon_pct;Organic_Matter_pct;Bulk_Density_g_cm3;CN_Ratio;Kjeldahl_Nitrogen_mg_kg;Nitrate_Nitrogen_mg_kg;Ammonium_Nitrogen_mg_kg;Nitrogen_pct;Total_Nitrogen_mg_kg;Phosphorus_mg_kg;Potassium_meq_100g;Calcium_meq_100g;Magnesium_meq_100g;Sodium_meq_100g;Boron_mg_kg;Iron_mg_kg;Copper_mg_kg;Zinc_mg_kg;Manganese_mg_kg;Carbonates_pct;CEC_meq_100g;Active_Lime_pct;Clay_pct;Silt_pct;Sand_pct;Gravel_pct;USDA_Classification;CaMg_Ratio;KMg_Ratio;CaK_Ratio;Longitude_EPSG4326;Latitude_EPSG4326
NA_LA_PALMA;0;15;;La Palma;;;;1.52;;1.099847204;;;;;;;;;;;;;;;;;;;;;;;2.5;;;;;-4.92895;37.33599
NA_LA_PALMA;0;15;;La Palma;;;;1.55;;0.996582459;;;;;;;;;;;;;;;;;;;;;;;8.1;;;;;-4.928767;37.335875
NA_LA_PALMA;0;15;;La Palma;;;;1.64;;1.053692574;;;;;;;;;;;;;;;;;;;;;;;10.6;;;;;-4.928613;37.335856
NA_LA_PALMA;0;15;;La Palma;;;;1.65;;1.127432006;;;;;;;;;;;;;;;;;;;;;;;11.1;;;;;-4.928546;37.335979
NA_LA_PALMA;0;15;;La Palma;;;;1.82;;0.945961088;;;;;;;;;;;;;;;;;;;;;;;14.7;;;;;-4.928447;37.335883
NA_SAN_AGUSTÍN;0;15;;San Agustín;;;;1.85;;1.423550983;;;;;;;;;;;;;;;;;;;;;;;18.3;;;;;-5.006294;37.218398
NA_SAN_AGUSTÍN;0;15;;San Agustín;;;;1.43;;1.22287868;;;;;;;;;;;;;;;;;;;;;;;16.5;;;;;-5.005917;37.218237
NA_SAN_AGUSTÍN;0;15;;San Agustín;;;;1.83;;1.208617704;;;;;;;;;;;;;;;;;;;;;;;17.5;;;;;-5.005569;37.218088
NA_SAN_AGUSTÍN;0;15;;San Agustín;;;;1.95;;1.309972497;;;;;;;;;;;;;;;;;;;;;;;12.2;;;;;-5.005241;37.217914
NA_SAN_AGUSTÍN;0;15;;San Agustín;;;;0.92;;1.481104207;;;;;;;;;;;;;;;;;;;;;;;0.1;;;;;-5.005355;37.217679
NA_SAN_AGUSTÍN;0;15;;San Agustín;;;;2.13;;1.206580422;;;;;;;;;;;;;;;;;;;;;;;14.6;;;;;-5.006307;37.218485
NA_SAN_AGUSTÍN;0;15;;San Agustín;;;;2.56;;1.006417439;;;;;;;;;;;;;;;;;;;;;;;13.9;;;;;-5.00593;37.218324
NA_SAN_AGUSTÍN;0;15;;San Agustín;;;;2.83;;1.149536518;;;;;;;;;;;;;;;;;;;;;;;20.7;;;;;-5.005582;37.218175
NA_SAN_AGUSTÍN;0;15;;San Agustín;;;;2.49;;1.160741571;;;;;;;;;;;;;;;;;;;;;;;16.8;;;;;-5.005254;37.218001
NA_SAN_AGUSTÍN;0;15;;San Agustín;;;;2.07;;1.108790873;;;;;;;;;;;;;;;;;;;;;;;14.8;;;;;-5.005368;37.217766
NA_LOS_GALLOS;0;15;;Los Gallos;;;;1.29;;1.167260874;;;;;;;;;;;;;;;;;;;;;;;8.3;;;;;-4.94033;37.336114
NA_LOS_GALLOS;0;15;;Los Gallos;;;;1.34;;1.219924621;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;;-4.94024;37.336247
NA_LOS_GALLOS;0;15;;Los Gallos;;;;1.28;;1.279922583;;;;;;;;;;;;;;;;;;;;;;;1.5;;;;;-4.939963;37.336247
NA_LOS_GALLOS;0;15;;Los Gallos;;;;1.46;;1.22287868;;;;;;;;;;;;;;;;;;;;;;;6.3;;;;;-4.939972;37.336431
NA_LOS_GALLOS;0;15;;Los Gallos;;;;1.37;;1.325201182;;;;;;;;;;;;;;;;;;;;;;;5.1;;;;;-4.940156;37.336429
NA_LOS_GALLOS;0;15;;Los Gallos;;;;1.26;;1.061016604;;;;;;;;;;;;;;;;;;;;;;;5.1;;;;;-4.940368;37.336129
NA_LOS_GALLOS;0;15;;Los Gallos;;;;1.43;;1.060660079;;;;;;;;;;;;;;;;;;;;;;;1.6;;;;;-4.940278;37.336262
NA_LOS_GALLOS;0;15;;Los Gallos;;;;1.44;;1.262198228;;;;;;;;;;;;;;;;;;;;;;;7.9;;;;;-4.940001;37.336262
NA_LOS_GALLOS;0;15;;Los Gallos;;;;1.3;;1.095650402;;;;;;;;;;;;;;;;;;;;;;;18.4;;;;;-4.94001;37.336446
NA_LOS_GALLOS;0;15;;Los Gallos;;;;1.54;;1.190333096;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;;-4.940194;37.336444
NA_CHACÓN;0;15;;Chacón;;;;2.27;;1.37567485;;;;;;;;;;;;;;;;;;;;;;;19.9;;;;;-4.78234;37.244434
NA_CHACÓN;0;15;;Chacón;;;;2.01;;1.375165529;;;;;;;;;;;;;;;;;;;;;;;17;;;;;-4.782392;37.244222
NA_CHACÓN;0;15;;Chacón;;;;1.67;;1.3125191;;;;;;;;;;;;;;;;;;;;;;;18.4;;;;;-4.782042;37.244077
NA_CHACÓN;0;15;;Chacón;;;;1.46;;1.574309871;;;;;;;;;;;;;;;;;;;;;;;1.8;;;;;-4.781702;37.243915
NA_CHACÓN;0;15;;Chacón;;;;1.93;;1.589589488;;;;;;;;;;;;;;;;;;;;;;;25.5;;;;;-4.781361;37.24375
NA_CHACÓN;0;15;;Chacón;;;;1.47;;1.34002241;;;;;;;;;;;;;;;;;;;;;;;27;;;;;-4.782332;37.24446
NA_CHACÓN;0;15;;Chacón;;;;1.48;;1.464805949;;;;;;;;;;;;;;;;;;;;;;;17.8;;;;;-4.782384;37.244248
NA_CHACÓN;0;15;;Chacón;;;;1.38;;1.469389834;;;;;;;;;;;;;;;;;;;;;;;15.5;;;;;-4.782034;37.244103
NA_CHACÓN;0;15;;Chacón;;;;1.55;;1.554446369;;;;;;;;;;;;;;;;;;;;;;;10.9;;;;;-4.781694;37.243941
NA_CHACÓN;0;15;;Chacón;;;;1.55;;1.398084955;;;;;;;;;;;;;;;;;;;;;;;17.2;;;;;-4.781353;37.243776
NA_CHACÓN;0;15;;Chacón;;;;1.83;;1.239176938;;;;;;;;;;;;;;;;;;;;;;;27.6;;;;;-4.782357;37.244479
NA_CHACÓN;0;15;;Chacón;;;;2.57;;1.135275542;;;;;;;;;;;;;;;;;;;;;;;18.4;;;;;-4.782409;37.244267
NA_CHACÓN;0;15;;Chacón;;;;2.9;;0.923398187;;;;;;;;;;;;;;;;;;;;;;;12.7;;;;;-4.782059;37.244122
NA_CHACÓN;0;15;;Chacón;;;;2.11;;1.37618417;;;;;;;;;;;;;;;;;;;;;;;1.8;;;;;-4.781719;37.24396
NA_CHACÓN;0;15;;Chacón;;;;2.68;;1.224406642;;;;;;;;;;;;;;;;;;;;;;;14.5;;;;;-4.781378;37.243795
NA_CIEN_DÍAS;0;15;;Cien Días;;;;3.37;;1.260262809;;;;;;;;;;;;;;;;;;;;;;;10.7;;;;;-4.825221;37.295723
NA_CIEN_DÍAS;0;15;;Cien Días;;;;2.71;;1.31847815;;;;;;;;;;;;;;;;;;;;;;;16.3;;;;;-4.824937;37.295642
NA_CIEN_DÍAS;0;15;;Cien Días;;;;1.76;;1.295049404;;;;;;;;;;;;;;;;;;;;;;;4.3;;;;;-4.824842;37.295443
NA_CIEN_DÍAS;0;15;;Cien Días;;;;2.07;;1.263115005;;;;;;;;;;;;;;;;;;;;;;;9.4;;;;;-4.824899;37.295181
NA_CIEN_DÍAS;0;15;;Cien Días;;;;2.13;;1.293877967;;;;;;;;;;;;;;;;;;;;;;;6.2;;;;;-4.825281;37.295248
NA_CIEN_DÍAS;0;15;;Cien Días;;;;1.77;;1.315269431;;;;;;;;;;;;;;;;;;;;;;;24.2;;;;;-4.82524;37.295719
NA_CIEN_DÍAS;0;15;;Cien Días;;;;1.8;;1.362992768;;;;;;;;;;;;;;;;;;;;;;;26.4;;;;;-4.824956;37.295638
NA_CIEN_DÍAS;0;15;;Cien Días;;;;1.7;;1.193134359;;;;;;;;;;;;;;;;;;;;;;;14.7;;;;;-4.824861;37.295439
NA_CIEN_DÍAS;0;15;;Cien Días;;;;1.64;;1.339207497;;;;;;;;;;;;;;;;;;;;;;;8.3;;;;;-4.824918;37.295177
NA_CIEN_DÍAS;0;15;;Cien Días;;;;1.65;;1.330039727;;;;;;;;;;;;;;;;;;;;;;;10.3;;;;;-4.8253;37.295244
NA_CIEN_DÍAS;0;15;;Cien Días;;;;1.99;;1.093052867;;;;;;;;;;;;;;;;;;;;;;;20.2;;;;;-4.825251;37.295734
NA_CIEN_DÍAS;0;15;;Cien Días;;;;2.25;;1.075837832;;;;;;;;;;;;;;;;;;;;;;;17.3;;;;;-4.824967;37.295653
NA_CIEN_DÍAS;0;15;;Cien Días;;;;2.18;;1.198176632;;;;;;;;;;;;;;;;;;;;;;;20;;;;;-4.824872;37.295454
NA_CIEN_DÍAS;0;15;;Cien Días;;;;1.35;;1.110115106;;;;;;;;;;;;;;;;;;;;;;;20;;;;;-4.824929;37.295192
NA_CIEN_DÍAS;0;15;;Cien Días;;;;2.28;;1.113884079;;;;;;;;;;;;;;;;;;;;;;;5.7;;;;;-4.825311;37.295259
NA_VENTA_POZO_ANCHO;0;15;;Venta Pozo Ancho;;;;1.51;;1.209636345;;;;;;;;;;;;;;;;;;;;;;;10.5;;;;;-4.938576;37.367866
NA_VENTA_POZO_ANCHO;0;15;;Venta Pozo Ancho;;;;0.99;;1.240195579;;;;;;;;;;;;;;;;;;;;;;;15.9;;;;;-4.938738;37.36801
NA_VENTA_POZO_ANCHO;0;15;;Venta Pozo Ancho;;;;1.41;;1.243760823;;;;;;;;;;;;;;;;;;;;;;;8.1;;;;;-4.93879;37.36772
NA_VENTA_POZO_ANCHO;0;15;;Venta Pozo Ancho;;;;1.2;;1.343587654;;;;;;;;;;;;;;;;;;;;;;;7;;;;;-4.939007;37.367966
NA_VENTA_POZO_ANCHO;0;15;;Venta Pozo Ancho;;;;1.31;;1.352755424;;;;;;;;;;;;;;;;;;;;;;;13.1;;;;;-4.939235;37.367929
NA_VENTA_POZO_ANCHO;0;15;;Venta Pozo Ancho;;;;1.65;;1.201487216;;;;;;;;;;;;;;;;;;;;;;;13.1;;;;;-4.938671;37.367926
NA_VENTA_POZO_ANCHO;0;15;;Venta Pozo Ancho;;;;1.43;;1.069573189;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;;-4.93884;37.368074
NA_VENTA_POZO_ANCHO;0;15;;Venta Pozo Ancho;;;;1.64;;1.215238871;;;;;;;;;;;;;;;;;;;;;;;8.4;;;;;-4.938871;37.367771
NA_VENTA_POZO_ANCHO;0;15;;Venta Pozo Ancho;;;;1.57;;1.11490272;;;;;;;;;;;;;;;;;;;;;;;5.7;;;;;-4.939069;37.368022
NA_VENTA_POZO_ANCHO;0;15;;Venta Pozo Ancho;;;;1.61;;1.122542528;;;;;;;;;;;;;;;;;;;;;;;6;;;;;-4.939319;37.367973
NA_LLANOS;0;15;;Llanos;;;;1.99;;1.337985128;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;;-4.853289;37.337692
NA_LLANOS;0;15;;Llanos;;;;2.13;;1.106753591;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;-4.853238;37.337921
NA_LLANOS;0;15;;Llanos;;;;2.05;;1.267291433;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;-4.853163;37.338158
NA_LLANOS;0;15;;Llanos;;;;2.82;;1.199959254;;;;;;;;;;;;;;;;;;;;;;;3.1;;;;;-4.853107;37.338386
NA_LLANOS;0;15;;Llanos;;;;2.18;;1.08841805;;;;;;;;;;;;;;;;;;;;;;;1.3;;;;;-4.853073;37.338792
NA_LLANOS;0;15;;Llanos;;;;1.76;;1.327289396;;;;;;;;;;;;;;;;;;;;;;;1.3;;;;;-4.853321;37.337711
NA_LLANOS;0;15;;Llanos;;;;1.96;;1.21371091;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;-4.85327;37.33794
NA_LLANOS;0;15;;Llanos;;;;2.03;;1.273810736;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;-4.853195;37.338177
NA_LLANOS;0;15;;Llanos;;;;1.86;;1.217785474;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;-4.853139;37.338405
NA_LLANOS;0;15;;Llanos;;;;2.22;;1.238667617;;;;;;;;;;;;;;;;;;;;;;;1.3;;;;;-4.853105;37.338811
NA_LLANOS;0;15;;Llanos;;;;2.2;;0.975858205;;;;;;;;;;;;;;;;;;;;;;;0.8;;;;;-4.853324;37.337751
NA_LLANOS;0;15;;Llanos;;;;1.83;;1.150045839;;;;;;;;;;;;;;;;;;;;;;;1.6;;;;;-4.853273;37.33798
NA_LLANOS;0;15;;Llanos;;;;2.15;;1.141387389;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;-4.853198;37.338217
NA_LLANOS;0;15;;Llanos;;;;2.64;;1.112865438;;;;;;;;;;;;;;;;;;;;;;;1;;;;;-4.853142;37.338445
NA_LLANOS;0;15;;Llanos;;;;2.13;;1.118467964;;;;;;;;;;;;;;;;;;;;;;;1.5;;;;;-4.853108;37.338851
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;2.33;;1.27686666;;;;;;;;;;;;;;;;;;;;;;;9;;;;;-4.843455;37.32991
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;2.02;;1.238667617;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;;-4.843418;37.329802
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;2.42;;1.252928593;;;;;;;;;;;;;;;;;;;;;;;6.5;;;;;-4.843412;37.329691
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;2.42;;1.282469186;;;;;;;;;;;;;;;;;;;;;;;14.8;;;;;-4.843384;37.329585
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;3.11;;0.975348885;;;;;;;;;;;;;;;;;;;;;;;22.2;;;;;-4.843347;37.329458
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;1.82;;1.208617704;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;;-4.843435;37.329923
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;1.72;;1.291127636;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;;-4.843398;37.329815
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;1.61;;1.095548538;;;;;;;;;;;;;;;;;;;;;;;6.1;;;;;-4.843392;37.329704
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;1.63;;1.246307426;;;;;;;;;;;;;;;;;;;;;;;12;;;;;-4.843364;37.329598
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;1.68;;1.342059692;;;;;;;;;;;;;;;;;;;;;;;24.8;;;;;-4.843327;37.329471
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;1.93;;1.121523887;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;;-4.843461;37.329945
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;1.69;;1.130182337;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;;-4.843424;37.329837
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;1.66;;1.232606703;;;;;;;;;;;;;;;;;;;;;;;8;;;;;-4.843418;37.329726
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;1.72;;1.135784863;;;;;;;;;;;;;;;;;;;;;;;8.1;;;;;-4.84339;37.32962
NA_CAÑOVERALEJO;0;15;;Cañoveralejo;;;;1.56;;1.152083121;;;;;;;;;;;;;;;;;;;;;;;19.3;;;;;-4.843353;37.329493
NA_INDIANO;0;15;;Indiano;;;;1.58;;1.401650199;;;;;;;;;;;;;;;;;;;;;;;10.3;;;;;-4.965411;37.313115
NA_INDIANO;0;15;;Indiano;;;;1.2;;1.34919018;;;;;;;;;;;;;;;;;;;;;;;11.8;;;;;-4.965479;37.312978
NA_INDIANO;0;15;;Indiano;;;;1.14;;1.31302842;;;;;;;;;;;;;;;;;;;;;;;5.8;;;;;-4.965545;37.312878
NA_INDIANO;0;15;;Indiano;;;;1.4;;1.424060304;;;;;;;;;;;;;;;;;;;;;;;13.6;;;;;-4.965616;37.312789
NA_INDIANO;0;15;;Indiano;;;;1.35;;1.288581033;;;;;;;;;;;;;;;;;;;;;;;16.3;;;;;-4.965667;37.312602
NA_INDIANO;0;15;;Indiano;;;;1.05;;1.360904553;;;;;;;;;;;;;;;;;;;;;;;9.9;;;;;-4.96544;37.313134
NA_INDIANO;0;15;;Indiano;;;;1.18;;1.38484262;;;;;;;;;;;;;;;;;;;;;;;8.3;;;;;-4.965508;37.312997
NA_INDIANO;0;15;;Indiano;;;;1.29;;1.234083732;;;;;;;;;;;;;;;;;;;;;;;10.6;;;;;-4.965574;37.312897
NA_INDIANO;0;15;;Indiano;;;;1.35;;1.365488438;;;;;;;;;;;;;;;;;;;;;;;8.9;;;;;-4.965645;37.312808
NA_INDIANO;0;15;;Indiano;;;;1.08;;1.30436997;;;;;;;;;;;;;;;;;;;;;;;15.2;;;;;-4.965696;37.312621
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.53;;1.441886523;;;;;;;;;;;;;;;;;;;;;;;4;;;;;-4.867204;37.321967
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.36;;1.405724763;;;;;;;;;;;;;;;;;;;;;;;5.8;;;;;-4.867024;37.321992
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.45;;1.251909952;;;;;;;;;;;;;;;;;;;;;;;4.7;;;;;-4.866916;37.322106
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.47;;1.279413263;;;;;;;;;;;;;;;;;;;;;;;8.4;;;;;-4.866752;37.322137
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.42;;1.438321279;;;;;;;;;;;;;;;;;;;;;;;9.4;;;;;-4.866773;37.322272
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.33;;1.460731384;;;;;;;;;;;;;;;;;;;;;;;2.9;;;;;-4.867197;37.321993
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.29;;1.376693491;;;;;;;;;;;;;;;;;;;;;;;19.8;;;;;-4.867017;37.322018
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.4;;1.35784863;;;;;;;;;;;;;;;;;;;;;;;11;;;;;-4.866909;37.322132
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.11;;1.42049506;;;;;;;;;;;;;;;;;;;;;;;10.5;;;;;-4.866745;37.322163
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.26;;1.440358562;;;;;;;;;;;;;;;;;;;;;;;6.2;;;;;-4.866766;37.322298
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.34;;1.356829989;;;;;;;;;;;;;;;;;;;;;;;2.4;;;;;-4.867226;37.322004
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.45;;1.326270755;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;;-4.867046;37.322029
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.65;;1.170927982;;;;;;;;;;;;;;;;;;;;;;;21.9;;;;;-4.866938;37.322143
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.26;;1.262605684;;;;;;;;;;;;;;;;;;;;;;;9.9;;;;;-4.866774;37.322174
NA_DON_VÍCTOR;0;15;;Don Víctor;;;;1.42;;1.332891922;;;;;;;;;;;;;;;;;;;;;;;6;;;;;-4.866795;37.322309
NA_LLANO_LENSE;0;15;;Llano Lense;;;;1.45;;1.400122237;;;;;;;;;;;;;;;;;;;;;;;9.1;;;;;-4.96986;37.323292
NA_LLANO_LENSE;0;15;;Llano Lense;;;;1.61;;1.399103596;;;;;;;;;;;;;;;;;;;;;;;7.4;;;;;-4.970048;37.323567
NA_LLANO_LENSE;0;15;;Llano Lense;;;;1.48;;1.423550983;;;;;;;;;;;;;;;;;;;;;;;10.1;;;;;-4.970132;37.323729
NA_LLANO_LENSE;0;15;;Llano Lense;;;;1.2;;1.376693491;;;;;;;;;;;;;;;;;;;;;;;14.3;;;;;-4.970194;37.323901
NA_LLANO_LENSE;0;15;;Llano Lense;;;;1.45;;1.276357339;;;;;;;;;;;;;;;;;;;;;;;29.9;;;;;-4.970325;37.324117
NA_LLANO_LENSE;0;15;;Llano Lense;;;;1.66;;1.208617704;;;;;;;;;;;;;;;;;;;;;;;10.5;;;;;-4.969889;37.323314
NA_LLANO_LENSE;0;15;;Llano Lense;;;;1.56;;1.309972497;;;;;;;;;;;;;;;;;;;;;;;8.5;;;;;-4.970077;37.323589
NA_LLANO_LENSE;0;15;;Llano Lense;;;;1.62;;1.181623714;;;;;;;;;;;;;;;;;;;;;;;9.1;;;;;-4.970161;37.323751
NA_LLANO_LENSE;0;15;;Llano Lense;;;;1.35;;1.149027198;;;;;;;;;;;;;;;;;;;;;;;16.2;;;;;-4.970223;37.323923
NA_LLANO_LENSE;0;15;;Llano Lense;;;;1.63;;1.257003158;;;;;;;;;;;;;;;;;;;;;;;32.3;;;;;-4.970354;37.324139
NA_LA_ALBERQUILLA;0;15;;La Alberquilla;;;;1.91;;1.382805338;;;;;;;;;;;;;;;;;;;;;;;5.6;;;;;-4.948987;37.17831
NA_LA_ALBERQUILLA;0;15;;La Alberquilla;;;;1.77;;1.527452379;;;;;;;;;;;;;;;;;;;;;;;15.4;;;;;-4.948871;37.178489
NA_LA_ALBERQUILLA;0;15;;La Alberquilla;;;;1.59;;1.429153509;;;;;;;;;;;;;;;;;;;;;;;14.6;;;;;-4.948911;37.178619
NA_LA_ALBERQUILLA;0;15;;La Alberquilla;;;;1.54;;1.431190791;;;;;;;;;;;;;;;;;;;;;;;8.4;;;;;-4.948797;37.17874
NA_LA_ALBERQUILLA;0;15;;La Alberquilla;;;;1.82;;1.28603443;;;;;;;;;;;;;;;;;;;;;;;2.2;;;;;-4.94869;37.178863
NA_LA_ALBERQUILLA;0;15;;La Alberquilla;;;;1.91;;1.385351941;;;;;;;;;;;;;;;;;;;;;;;5.3;;;;;-4.949008;37.178314
NA_LA_ALBERQUILLA;0;15;;La Alberquilla;;;;1.4;;1.407252725;;;;;;;;;;;;;;;;;;;;;;;11;;;;;-4.948892;37.178493
NA_LA_ALBERQUILLA;0;15;;La Alberquilla;;;;1.57;;1.464296628;;;;;;;;;;;;;;;;;;;;;;;15.7;;;;;-4.948932;37.178623
NA_LA_ALBERQUILLA;0;15;;La Alberquilla;;;;1.63;;1.44748905;;;;;;;;;;;;;;;;;;;;;;;6.5;;;;;-4.948818;37.178744
NA_LA_ALBERQUILLA;0;15;;La Alberquilla;;;;1.72;;1.370072324;;;;;;;;;;;;;;;;;;;;;;;1.4;;;;;-4.948711;37.178867
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.22;;1.44748905;;;;;;;;;;;;;;;;;;;;;;;11.8;;;;;-4.932082;37.371074
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.3;;1.361923194;;;;;;;;;;;;;;;;;;;;;;;25.8;;;;;-4.931954;37.370871
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.04;;1.457675461;;;;;;;;;;;;;;;;;;;;;;;23.3;;;;;-4.932052;37.370606
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.66;;1.314047061;;;;;;;;;;;;;;;;;;;;;;;9.1;;;;;-4.932085;37.370414
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;2.18;;1.238667617;;;;;;;;;;;;;;;;;;;;;;;16.5;;;;;-4.931973;37.370225
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.06;;1.360904553;;;;;;;;;;;;;;;;;;;;;;;8.9;;;;;-4.932129;37.371079
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.18;;1.255475196;;;;;;;;;;;;;;;;;;;;;;;17.1;;;;;-4.932001;37.370876
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;0.88;;1.482632169;;;;;;;;;;;;;;;;;;;;;;;23.6;;;;;-4.932099;37.370611
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.34;;1.368544362;;;;;;;;;;;;;;;;;;;;;;;16;;;;;-4.932132;37.370419
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.49;;1.326780075;;;;;;;;;;;;;;;;;;;;;;;13.4;;;;;-4.93202;37.37023
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.93;;1.239176938;;;;;;;;;;;;;;;;;;;;;;;12.3;;;;;-4.932103;37.371116
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.91;;1.067535907;;;;;;;;;;;;;;;;;;;;;;;22.2;;;;;-4.931975;37.370913
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.35;;1.149027198;;;;;;;;;;;;;;;;;;;;;;;16.7;;;;;-4.932073;37.370648
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;1.38;;1.1688907;;;;;;;;;;;;;;;;;;;;;;;19.5;;;;;-4.932106;37.370456
NA_LOS_ALAMBRADOS;0;15;;Los Alambrados;;;;2.29;;1.153101762;;;;;;;;;;;;;;;;;;;;;;;8.5;;;;;-4.931994;37.370267
NA_ÍPORA;0;15;;Ípora;;;;1.33;;1.170571458;;;;;;;;;;;;;;;;;;;;;;;3.1;;;;;-4.973844;37.24006
NA_ÍPORA;0;15;;Ípora;;;;1.49;;1.046959356;;;;;;;;;;;;;;;;;;;;;;;5;;;;;-4.973992;37.240306
NA_ÍPORA;0;15;;Ípora;;;;1.51;;1.359682184;;;;;;;;;;;;;;;;;;;;;;;5.7;;;;;-4.974082;37.24048
NA_ÍPORA;0;15;;Ípora;;;;1.51;;1.24294591;;;;;;;;;;;;;;;;;;;;;;;3.2;;;;;-4.974154;37.240656
NA_ÍPORA;0;15;;Ípora;;;;1.62;;0.926708771;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;;-4.973929;37.240602
NA_ÍPORA;0;15;;Ípora;;;;1.78;;1.206682286;;;;;;;;;;;;;;;;;;;;;;;5.1;;;;;-4.973853;37.240099
NA_ÍPORA;0;15;;Ípora;;;;1.73;;1.277019456;;;;;;;;;;;;;;;;;;;;;;;3;;;;;-4.974001;37.240345
NA_ÍPORA;0;15;;Ípora;;;;2.7;;1.060048895;;;;;;;;;;;;;;;;;;;;;;;7.1;;;;;-4.974091;37.240519
NA_ÍPORA;0;15;;Ípora;;;;1.73;;1.085005603;;;;;;;;;;;;;;;;;;;;;;;4.6;;;;;-4.974163;37.240695
NA_ÍPORA;0;15;;Ípora;;;;1.82;;1.193338087;;;;;;;;;;;;;;;;;;;;;;;7.4;;;;;-4.973938;37.240641
